Key,Issue Type,Summary,Status,Created,Backlog,Cancelled,Code Review,Completed,Deployed to production,Done,Draft,In Development,In preprod testing,In Progress,In team environment testing,Open,PAUSED,Peer Review,Ready For Development,Ready for preprod testing,Ready for refinement,Ready For Release,Ready for sign-off,Ready for team environment testing,Ready for testing,Ready to deploy to production,Refinement,Refinement Ready,Released,Researching,Review Ready,Signed off,Sprint ready,Testing,To Do,TODO,Will Not Implement
EPA-12133,Story,Enhance Epic Analyzer Module,Deployed to production,2025-04-02 16:25,-,-,-,-,2d 12h 7m,-,-,33m,-,-,3h 9m,-,-,1m,2w 0d 3h 30m,-,-,-,20h 50m,3d 19h 21m,-,-,-,-,-,-,-,1w 0d 2h 4m,-,-,1d 17h 39m,-,-
EPA-15132,Story,Enhance Epic Analyzer Module,Deployed to production,2025-04-02 16:24,-,-,-,-,2d 12h 9m,-,-,5m,-,-,1h 19m,-,-,23m,2w 0d 5h 15m,-,-,-,18h 44m,3d 21h 39m,-,-,-,-,-,-,-,1w 0d 2h 4m,-,-,1d 17h 38m,-,-
EPA-24591,Story,Enhance Epic Analyzer Module,In Development,2025-04-02 16:23,-,-,-,-,-,-,-,10h 23m,-,-,-,-,-,0m,3w 3d 3h 2m,-,4d 0h 42m,-,-,0m,-,-,-,-,-,-,-,-,-,-,1d 17h 9m,-,-
EPA-15287,Story,Enhance Epic Analyzer Module,Signed off,2025-04-02 16:19,-,-,-,-,-,-,-,2d 23h 7m,-,-,2h 21m,-,-,5d 23h 40m,2w 3d 4h 51m,-,26m,-,45m,21h 38m,-,-,-,-,-,-,-,1d 9h 19m,-,-,1d 17h 13m,-,-
EPA-20384,Story,Enhance Epic Analyzer Module,Peer Review,2025-04-02 16:15,-,-,-,-,-,-,-,1w 0d 23h 5m,-,-,-,-,-,10h 38m,2w 6d 4h 2m,-,24m,-,-,-,-,-,-,-,-,-,-,-,-,-,1d 17h 16m,-,-
EPA-13148,Story,Enhance Epic Analyzer Module,Ready for sign-off,2025-04-02 16:12,-,-,-,-,-,-,-,3d 2h 37m,-,-,4h 5m,-,-,1d 0h 19m,3w 3d 0h 22m,-,23m,-,6h 29m,-,-,-,-,-,-,-,-,-,-,-,1d 17h 13m,-,-
EPA-16326,Sub-task,Implement Automated Test Coverage,Completed,2025-04-02 14:36,-,-,-,4w 0d 9h 51m,-,-,-,-,-,1d 3h 0m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20h 13m,-,-
EPA-32525,Sub-task,Enhance Epic Analyzer Module,Completed,2025-04-02 12:38,-,-,-,2w 1d 6h 37m,-,-,-,-,-,1w 1d 1h 41m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 0d 2h 44m,-,-
EPA-26142,Technical Story,Enhance Epic Analyzer Module,Ready For Development,2025-04-02 10:38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 12h 23m,-,4w 0d 0h 37m,-,-,-,-,-,-,-,-,-,-,-,-,-,2m,-,-
EPA-24560,Technical Story,Enhance Epic Analyzer Module,Deployed to production,2025-04-02 10:36,-,-,-,-,1w 0d 10h 25m,-,-,4h 41m,9m,-,21h 31m,-,-,-,2w 6d 19h 13m,-,-,-,-,-,-,0m,-,-,-,-,-,1h 1m,-,-,1d 4h 3m,-,-
EPA-12228,Story,Enhance Epic Analyzer Module,Deployed to production,2025-04-01 12:39,-,-,-,-,2w 3d 10h 11m,-,-,3d 22h 56m,-,-,2h 18m,-,-,1d 4h 21m,21h 9m,-,-,-,18h 36m,21h 13m,-,-,-,-,-,-,-,5d 6h 2m,-,-,1d 0h 15m,-,-
EPA-17910,Story,Enhance Epic Analyzer Module,Deployed to production,2025-04-01 12:35,-,-,-,-,1w 0d 10h 25m,-,-,4h 35m,9m,-,21h 31m,-,-,-,3w 0d 23h 28m,-,-,-,-,-,-,0m,-,-,-,-,-,1h 1m,-,-,21h 54m,-,-
EPA-31741,Sub-task,Implement Automated Test Coverage,Completed,2025-04-01 11:42,-,-,-,4w 1d 6h 37m,-,-,-,-,-,1d 2h 29m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1d 2h 52m,-,-
EPA-25570,Sub-task,Implement Automated Test Coverage,Completed,2025-04-01 11:41,-,-,-,4w 2d 7h 55m,-,-,-,-,-,1d 4h 4m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-22965,Epic,Enhance Epic Analyzer Module,Researching,2025-04-01 11:31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4w 1d 13h 41m,-,-,-,-,1d 22h 28m,-,-
EPA-80279,Story,Enhance Epic Analyzer Module,Deployed to production,2025-04-01 09:19,-,-,-,-,2w 4d 13h 10m,-,-,1w 0d 2h 26m,50m,-,2d 22h 23m,-,-,-,18h 12m,-,-,-,-,-,-,0m,-,-,-,-,-,-,-,-,2d 5h 20m,-,-
EPA-98265,Sub-task,Implement Automated Test Coverage,Completed,2025-03-31 18:05,-,-,-,1M 0w 1d 12h 29m,-,-,-,-,-,17h 5m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-30993,Sub-task,Implement Automated Test Coverage,Completed,2025-03-31 18:05,-,-,-,1M 0w 2d 5h 35m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-38258,Spike,Enhance Epic Analyzer Module,Completed,2025-03-31 14:46,-,-,-,2w 4d 13h 1m,-,-,-,-,-,1w 4d 19h 41m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 0h 13m,-,-
EPA-31651,Spike,Enhance Epic Analyzer Module,Completed,2025-03-31 11:11,-,-,-,2w 2d 13h 37m,-,-,-,-,-,1w 0d 22h 43m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 1d 0h 9m,-,-
EPA-16013,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-03-29 12:45,-,-,-,-,3w 3d 12h 32m,-,-,0m,1h 19m,-,2d 21h 43m,-,-,-,15m,-,-,-,22h 17m,22h 55m,-,0m,-,-,-,-,-,-,-,-,5d 0h 53m,-,-
EPA-16906,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-03-28 15:14,-,-,-,-,4w 2d 8h 12m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4d 23h 13m,-,-
EPA-18400,Epic,Enhance Epic Analyzer Module,In Progress,2025-03-28 11:46,-,-,-,-,-,-,-,-,-,2w 2d 7h 14m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 6d 6h 34m,-,-,-,-,5d 21h 6m,-,-
EPA-24631,Story,Enhance Epic Analyzer Module,Deployed to production,2025-03-27 13:42,-,-,-,-,1M 0w 0d 11h 11m,-,-,2d 3h 5m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3d 18h 43m,-,-
EPA-23849,Story,Enhance Epic Analyzer Module,Ready for sign-off,2025-03-26 17:28,-,-,-,-,-,-,-,2w 0d 5h 50m,-,-,1d 0h 46m,-,-,2d 19h 1m,1w 2d 19h 42m,-,21m,-,1w 0d 8h 21m,4h 43m,-,-,-,-,-,-,-,-,-,-,1d 18h 27m,-,-
EPA-12020,Spike,Enhance Epic Analyzer Module,Completed,2025-03-26 15:00,-,-,-,6d 9h 9m,-,-,-,-,-,5h 36m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1M 0w 0d 16h 55m,-,-
EPA-26363,Sub-task,Implement Automated Test Coverage,Completed,2025-03-26 12:54,-,-,-,1M 0w 2d 12h 28m,-,-,-,-,-,4d 21h 18m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-25337,Sub-task,Configure SLA Review Template,Completed,2025-03-26 11:00,-,-,-,3w 4d 11h 29m,-,-,-,-,-,1w 0d 20h 22m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4d 3h 49m,0m,-,-
EPA-98330,Task,Implement Automated Test Coverage,Completed,2025-03-26 08:17,-,-,-,1M 0w 1d 11h 21m,-,-,-,-,-,6d 3h 0m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1m,-,-
EPA-16084,Bug,Fix SLA Breach Alert Issue,Will Not Implement,2025-03-25 15:28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6m,-,-,-,-,-,-,-,-,1w 0d 18h 23m,-,1M 0w 0d 12h 44m
EPA-80622,Bug,Enhance Epic Analyzer Module,Will Not Implement,2025-02-11 16:17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1M 2w 4d 18h 8m,-,1M 0w 1d 12h 15m
EPA-15428,Sub-task,Implement Automated Test Coverage,Completed,2025-03-24 14:31,-,-,-,3w 2d 13h 38m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1d 0h 6m,2w 0d 18h 26m,-,-
EPA-16920,Sub-task,Implement Automated Test Coverage,Completed,2025-03-24 14:30,-,-,-,1M 1w 0d 11h 48m,-,-,-,-,-,1d 20h 22m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-43783,Story,Enhance Epic Analyzer Module,To Do,2025-03-24 12:06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1M 1w 2d 10h 34m,-,-
EPA-31996,Technical Story,Enhance Epic Analyzer Module,Deployed to production,2025-03-24 08:59,-,-,-,-,1M 0w 5d 8h 10m,-,-,1d 5h 26m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3d 0h 4m,-,-,0m,-,-
EPA-22121,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-03-21 12:14,-,-,-,-,2d 2h 16m,-,-,-,-,-,1d 1h 34m,-,-,-,3w 0d 2h 41m,-,-,-,5d 23h 45m,-,-,-,-,-,-,-,-,6h 34m,-,-,1w 4d 21h 36m,-,-
EPA-13160,Spike,Enhance Epic Analyzer Module,Completed,2025-03-20 14:16,-,-,-,4w 0d 7h 6m,-,-,-,-,-,2w 0d 6h 31m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18h 47m,-,-
EPA-32905,Technical Story,Enhance Epic Analyzer Module,Deployed to production,2025-03-20 13:21,-,-,-,-,3w 3d 12h 32m,-,-,18h 21m,1h 20m,-,-,-,-,-,1w 3d 2h 21m,-,3d 22h 11m,-,-,4d 0h 33m,-,0m,-,-,-,-,-,-,-,-,0m,-,-
EPA-13312,Sub-task,Enhance Epic Analyzer Module,Completed,2025-03-20 08:51,-,-,-,2w 3d 13h 47m,-,-,-,-,-,2w 1d 0h 20m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 3d 23h 42m,-,-
EPA-31899,Story,Enhance Epic Analyzer Module,Deployed to production,2025-03-19 14:15,-,-,-,-,2w 1d 6h 44m,-,-,4d 3h 45m,-,18h 34m,21h 17m,-,-,1w 4d 23h 46m,1w 2d 20h 36m,-,-,-,3h 0m,6h 12m,-,2m,-,-,-,-,-,1d 0h 28m,-,-,0m,-,-
EPA-11488,Sub-task,Implement Automated Test Coverage,Completed,2025-03-19 13:51,-,-,-,1M 2w 0d 7h 44m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52m,12m,-,-
EPA-38245,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-03-19 12:17,-,-,-,-,1M 1w 6d 9h 18m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1d 1h 6m,-,-
EPA-31881,Technical Story,Enhance Epic Analyzer Module,Will Not Implement,2025-03-19 08:24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 0d 1h 5m,-,1M 0w 0d 13h 11m
EPA-41119,Task,Enhance Epic Analyzer Module,Completed,2025-03-19 07:41,-,-,-,2w 1d 12h 53m,-,-,-,1w 2d 23h 43m,-,2m,-,-,-,-,2w 2d 21h 31m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 4h 50m,-,-
EPA-14909,Sub-task,Enhance Epic Analyzer Module,Completed,2025-03-19 07:40,-,-,-,2w 2d 13h 36m,-,-,-,-,-,4d 22h 14m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3w 2d 3h 9m,-,-
EPA-24323,Sub-task,Enhance Epic Analyzer Module,Completed,2025-03-19 07:40,-,-,-,2w 2d 13h 36m,-,-,-,-,-,4d 22h 14m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3w 2d 3h 10m,-,-
EPA-15693,Sub-task,Enhance Epic Analyzer Module,Completed,2025-03-19 07:40,-,-,-,2w 2d 13h 36m,-,-,-,-,-,4d 22h 14m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3w 2d 3h 10m,-,-
EPA-27132,Bug,Enhance Epic Analyzer Module,Will Not Implement,2025-03-18 13:16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30m,-,1M 2w 1d 8h 54m
EPA-84123,Task,Implement Automated Test Coverage,Completed,2025-03-17 14:37,-,-,-,2w 1d 12h 54m,-,-,-,5d 22h 55m,-,1m,-,-,-,-,2w 6d 22h 18m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3d 21h 54m,-,-
EPA-22057,Task,Enhance Epic Analyzer Module,Completed,2025-03-17 13:32,-,-,-,1M 0w 2d 15h 7m,-,-,-,-,-,4d 0h 49m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 2d 17h 12m,-,-
EPA-95571,Task,Enhance Epic Analyzer Module,Completed,2025-03-17 08:24,-,-,-,1M 2w 0d 11h 19m,-,-,-,21h 46m,-,1m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1d 3h 35m,-,-,1h 36m,-,-
EPA-17392,Task,Implement Automated Test Coverage,Completed,2025-03-14 16:46,-,-,-,1M 0w 1d 14h 0m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22h 25m,-,-,2w 2d 17h 30m,-,-
EPA-13462,Story,Enhance Epic Analyzer Module,Deployed to production,2025-03-14 10:41,-,-,-,-,2d 5h 37m,-,-,5d 20h 32m,0m,-,22h 58m,-,-,3d 22h 48m,1w 0d 2h 32m,-,8m,-,41m,1d 3h 20m,-,0m,-,-,-,-,-,4w 0d 5h 23m,-,-,0m,-,-
EPA-99283,Bug,Enhance Epic Analyzer Module,Will Not Implement,2025-03-14 10:02,-,-,-,-,-,-,-,-,-,-,3h 2m,-,-,-,-,-,1w 3d 20h 21m,-,-,-,-,-,-,-,-,-,-,-,-,-,6d 4h 10m,-,1M 0w 2d 9h 5m
EPA-18988,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-03-14 09:59,-,-,-,-,2d 2h 17m,-,-,6d 0h 58m,-,-,1w 6d 5h 8m,-,-,1w 2d 23h 27m,4d 21h 19m,-,0m,-,5d 17h 16m,23h 2m,-,-,-,-,-,-,-,10h 58m,-,-,6d 4h 15m,-,-
EPA-79786,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-03-13 09:09,-,-,-,-,2w 3d 10h 12m,-,-,1w 3d 23h 27m,-,-,4h 13m,-,-,1w 2d 23h 3m,-,-,-,-,2d 23h 36m,2d 19h 27m,-,-,-,-,-,-,-,1d 1h 51m,-,-,5d 3h 40m,-,-
EPA-23816,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-03-13 08:07,-,-,-,-,4w 1d 9h 31m,-,-,1h 59m,-,-,36m,-,-,3d 0h 23m,3d 22h 21m,-,-,-,5d 2h 0m,16m,-,-,-,-,-,-,-,1w 0d 22h 24m,-,-,1d 3h 3m,-,-
EPA-13958,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-03-12 10:38,-,-,-,-,1M 2w 0d 9h 25m,-,-,3d 23h 57m,-,-,3h 10m,-,-,47m,-,-,-,-,1d 22h 18m,48m,-,-,-,-,-,-,-,15m,-,-,23h 21m,-,-
EPA-80064,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-03-10 11:17,-,-,-,-,2w 3d 10h 12m,-,-,4d 3h 59m,-,-,1d 3h 14m,-,-,21h 52m,17h 54m,-,0m,-,5d 19h 45m,29m,-,-,-,-,-,-,-,1w 6d 3h 4m,-,-,1w 3d 2h 54m,-,-
EPA-29477,Sub-task,Implement Automated Test Coverage,Completed,2025-03-06 13:13,-,-,-,1M 1w 5d 10h 10m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 0d 23h 17m,-,0m
EPA-11034,Sub-task,Implement Automated Test Coverage,Completed,2025-03-06 13:12,-,-,-,1M 1w 5d 10h 10m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 0d 23h 18m,-,-
EPA-32950,Bug,Enhance Epic Analyzer Module,Deployed to production,2025-03-05 14:57,-,-,-,-,1M 1w 6d 6h 42m,-,-,22m,-,-,-,-,-,19h 56m,0m,-,-,-,-,3d 3h 54m,-,-,-,-,-,-,-,1w 3d 1h 27m,-,-,23h 21m,-,-
EPA-32979,Automation,Implement Automated Test Coverage,To Do,2025-03-05 12:40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1M 4w 0d 9h 59m,-,-
EPA-13187,Task,Enhance Epic Analyzer Module,Completed,2025-03-05 11:05,-,-,-,1M 1w 6d 9h 13m,-,-,-,6d 21h 1m,-,-,2h 38m,-,-,-,1d 1h 52m,-,-,-,2h 37m,-,-,-,-,-,-,-,-,6d 22h 14m,-,-,0m,-,-
EPA-33142,Sub-task,Enhance Epic Analyzer Module,To Do,2025-03-05 10:18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1M 4w 0d 12h 22m,-,-
EPA-32578,Sub-task,Enhance Epic Analyzer Module,To Do,2025-03-05 10:18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1M 4w 0d 12h 22m,-,-
EPA-17591,Story,Enhance Epic Analyzer Module,Ready for refinement,2025-03-05 10:17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1M 4w 0d 12h 23m,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-14069,Story,Enhance Epic Analyzer Module,Peer Review,2025-03-05 08:52,-,-,-,-,-,-,-,1M 0w 5d 23h 2m,-,-,-,-,-,1w 1d 10h 33m,5d 3h 0m,-,0m,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 2d 1h 13m,-,-
EPA-14009,Story,Enhance Epic Analyzer Module,Deployed to production,2025-03-05 08:39,-,-,-,-,1M 2w 0d 9h 39m,-,-,1w 5d 21h 48m,-,-,-,-,-,-,23h 12m,-,5h 56m,-,-,-,-,-,-,-,-,-,-,-,-,-,1h 27m,-,-
EPA-16414,Story,Enhance Epic Analyzer Module,Deployed to production,2025-03-05 08:08,-,-,-,-,2d 5h 37m,-,-,6d 23h 9m,0m,-,40m,-,-,-,1w 1d 0h 49m,-,1h 3m,-,8m,4m,-,0m,-,-,-,-,-,1M 1w 4d 5h 3m,-,-,1h 59m,-,-
EPA-10269,Defect,Enhance Epic Analyzer Module,Will Not Implement,2025-02-28 11:44,-,-,-,0m,-,-,-,-,-,2d 17h 38m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4h 49m,-,1M 4w 2d 12h 28m
EPA-93264,Task,Setup Epic Analyzer Project Structure,Completed,2025-02-27 08:16,-,-,-,1M 2w 1d 9h 38m,-,-,-,-,-,4h 56m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 4d 23h 50m,-,-
EPA-23860,Story,Enhance Epic Analyzer Module,Ready for refinement,2025-02-27 07:36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1M 2w 5d 12h 47m,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 1d 2h 17m,-,-
EPA-32202,Story,Enhance Epic Analyzer Module,Ready for refinement,2025-02-27 07:35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1M 2w 5d 12h 46m,-,-,-,-,-,-,-,-,-,-,-,-,-,2w 1d 2h 18m,-,-
EPA-31141,Story,Enhance Epic Analyzer Module,Will Not Implement,2025-02-25 16:19,-,-,-,-,-,-,-,-,1m,-,-,-,-,-,-,-,4w 1d 0h 16m,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,1M 1w 0d 6h 5m
EPA-16995,Technical Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-24 15:07,-,-,-,-,2d 2h 18m,-,-,2d 23h 30m,-,-,6h 7m,-,-,1M 2w 1d 22h 24m,-,-,-,-,21h 29m,1h 15m,-,-,-,-,-,-,-,1d 7h 38m,-,-,1w 6d 18h 52m,-,-
EPA-85246,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-24 13:27,-,-,-,2M 0w 4d 13h 46m,-,-,-,-,-,1d 19h 27m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-13248,Sub-task,Implement Automated Test Coverage,Completed,2025-02-24 12:28,-,-,-,2M 0w 6d 7h 59m,-,-,-,-,-,2h 12m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-31883,Sub-task,Implement Automated Test Coverage,Completed,2025-02-24 12:28,-,-,-,2M 0w 6d 7h 59m,-,-,-,-,-,2h 13m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0m,-,-
EPA-27401,Epic,Enhance Epic Analyzer Module,Will Not Implement,2025-02-21 17:21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3d 23h 27m,-,2M 0w 5d 5h 52m
EPA-31437,Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-21 13:29,-,-,-,-,1M 1w 6d 10h 54m,-,-,2w 1d 7h 13m,-,-,1h 15m,-,-,-,4d 18h 39m,-,-,-,1h 1m,4d 18h 34m,-,1d 0h 21m,-,-,-,-,-,23h 12m,-,-,2m,-,-
EPA-27460,Sub-task,Implement Automated Test Coverage,Completed,2025-02-21 13:18,-,-,-,1M 1w 5d 10h 9m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3w 6d 23h 12m,-,-
EPA-52509,Sub-task,Implement Automated Test Coverage,Completed,2025-02-21 13:18,-,-,-,2M 0w 4d 6h 49m,-,-,-,-,-,5d 2h 29m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4m,-,-
EPA-98325,Story,Enhance Epic Analyzer Module,Deployed to production,2025-02-20 10:20,-,-,-,-,1M 3w 0d 15h 38m,-,-,3d 13h 31m,-,-,20h 40m,-,-,16h 14m,23h 59m,-,-,-,3d 23h 13m,22h 52m,-,-,-,-,-,-,-,1w 1d 19h 52m,-,-,21m,-,-
EPA-31155,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-19 13:44,-,-,-,2M 0w 5d 10h 32m,-,-,-,-,-,5d 21h 31m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54m,-,-
EPA-20853,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-19 13:11,-,-,-,2M 0w 4d 8h 46m,-,-,-,-,-,1h 3m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6d 23h 41m,-,-
EPA-93663,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-19 13:10,-,-,-,2M 0w 4d 10h 13m,-,-,-,-,-,4h 11m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6d 19h 5m,-,-
EPA-48190,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-19 13:10,-,-,-,2M 0w 4d 14h 25m,-,-,-,-,-,4d 17h 42m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 1h 23m,-,-
EPA-33276,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-19 13:10,-,-,-,2M 0w 4d 14h 25m,-,-,-,-,-,4d 17h 42m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2d 1h 23m,-,-
EPA-21020,Sub-task,Enhance Epic Analyzer Module,Completed,2025-02-19 13:09,-,-,-,2M 0w 5d 10h 31m,-,-,-,-,-,1d 1h 13m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4d 21h 42m,5m,-,-
EPA-25347,Sub-task,Implement Automated Test Coverage,Completed,2025-02-19 12:05,-,-,-,2M 0w 2d 11h 58m,-,-,-,-,-,16h 59m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1w 1d 5h 38m,-,-
EPA-10436,Sub-task,Implement Automated Test Coverage,Completed,2025-02-19 12:04,-,-,-,2M 0w 3d 4h 56m,-,-,-,-,-,1w 1d 5h 38m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1m,-,-
EPA-32462,Spike,Enhance Epic Analyzer Module,Completed,2025-02-19 10:26,-,-,-,2M 0w 5d 8h 55m,-,-,-,-,-,6h 20m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5d 20h 58m,-,-
EPA-80568,Epic,Enhance Epic Analyzer Module,PAUSED,2025-02-18 15:14,-,-,-,-,-,-,-,-,-,-,-,-,2d 13h 25m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2M 1w 2d 18h 0m,-,-
EPA-19655,Epic,Enhance Epic Analyzer Module,PAUSED,2025-02-18 15:14,-,-,-,-,-,-,-,-,-,-,-,-,2d 13h 25m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2M 1w 2d 18h 1m,-,-
EPA-27295,Epic,Enhance Epic Analyzer Module,Researching,2025-02-18 15:13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2M 1w 5d 7h 10m,-,-,-,-,16m,-,-
EPA-32568,Epic,Enhance Epic Analyzer Module,PAUSED,2025-02-18 15:13,-,-,-,-,-,-,-,-,-,-,-,-,2d 13h 26m,-,-,-,-,-,-,-,-,-,-,-,-,2M 1w 2d 17h 44m,-,-,-,-,17m,-,-
EPA-39381,Epic,Enhance Epic Analyzer Module,Released,2025-02-18 15:11,-,-,-,-,-,-,-,-,-,-,-,0m,-,-,-,-,-,-,-,-,-,-,-,-,1w 3d 11h 10m,2M 0w 1d 20h 0m,-,-,-,-,18m,-,-
EPA-28010,Automation,Implement Automated Test Coverage,Completed,2025-02-18 11:47,-,-,-,1M 4w 0d 12h 40m,-,-,-,-,-,1w 4d 4h 4m,-,-,-,17h 31m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3d 0h 39m,-,-
